date,product,sales,price,is_promotion,weather_index,day_of_week,month,year,week_of_year,is_holiday
2023-08-28,Electronics,78.0,157.05,0,16.78,0,8,2023,35,0
2023-08-29,Electronics,81.0,157.05,0,12.14,1,8,2023,35,0
2023-08-30,Electronics,81.0,157.05,0,16.17,2,8,2023,35,0
2023-08-31,Electronics,94.0,157.05,0,15.33,3,8,2023,35,0
2023-09-01,Electronics,105.0,157.05,0,16.1,4,9,2023,35,0
2023-09-02,Electronics,120.0,157.05,0,25.83,5,9,2023,35,0
2023-09-03,Electronics,129.0,157.05,0,11.86,6,9,2023,35,0
2023-09-04,Electronics,97.0,157.05,0,16.28,0,9,2023,36,0
2023-09-05,Electronics,95.0,157.05,0,19.21,1,9,2023,36,0
2023-09-06,Electronics,96.0,157.05,0,14.07,2,9,2023,36,0
2023-09-07,Electronics,103.0,157.05,0,24.99,3,9,2023,36,0
2023-09-08,Electronics,94.0,157.05,0,11.14,4,9,2023,36,0
2023-09-09,Electronics,127.0,157.05,0,14.39,5,9,2023,36,0
2023-09-10,Electronics,107.0,157.05,0,8.53,6,9,2023,36,0
2023-09-11,Electronics,100.0,157.05,0,10.53,0,9,2023,37,0
2023-09-12,Electronics,98.0,157.05,0,13.31,1,9,2023,37,0
2023-09-13,Electronics,106.0,157.05,0,16.08,2,9,2023,37,0
2023-09-14,Electronics,114.0,157.05,0,13.25,3,9,2023,37,0
2023-09-15,Electronics,121.0,157.05,0,17.76,4,9,2023,37,0
2023-09-16,Electronics,132.0,157.05,0,10.81,5,9,2023,37,0
2023-09-17,Electronics,142.0,157.05,0,9.45,6,9,2023,37,0
2023-09-18,Electronics,100.0,157.05,0,24.48,0,9,2023,38,0
2023-09-19,Electronics,103.0,157.05,0,12.79,1,9,2023,38,0
2023-09-20,Electronics,111.0,157.05,0,7.09,2,9,2023,38,0
2023-09-21,Electronics,105.0,157.05,0,7.09,3,9,2023,38,0
2023-09-22,Electronics,134.0,157.05,0,5.74,4,9,2023,38,0
2023-09-23,Electronics,153.0,157.05,0,15.04,5,9,2023,38,0
2023-09-24,Electronics,133.0,157.05,0,8.45,6,9,2023,38,0
2023-09-25,Electronics,119.0,157.05,0,10.83,0,9,2023,39,0
2023-09-26,Electronics,115.0,157.05,0,9.82,1,9,2023,39,0
2023-09-27,Electronics,109.0,157.05,0,13.74,2,9,2023,39,0
2023-09-28,Electronics,108.0,157.05,0,5.81,3,9,2023,39,0
2023-09-29,Electronics,123.0,157.05,0,4.64,4,9,2023,39,0
2023-09-30,Electronics,146.0,157.05,0,11.12,5,9,2023,39,0
2023-10-01,Electronics,157.0,157.05,0,13.01,6,10,2023,39,0
2023-10-02,Electronics,107.0,157.05,0,11.67,0,10,2023,40,0
2023-10-03,Electronics,118.0,157.05,0,5.98,1,10,2023,40,0
2023-10-04,Electronics,102.0,157.05,0,13.45,2,10,2023,40,0
2023-10-05,Electronics,119.0,157.05,0,6.39,3,10,2023,40,0
2023-10-06,Electronics,140.0,157.05,0,7.56,4,10,2023,40,0
2023-10-07,Electronics,191.0,157.05,0,5.51,5,10,2023,40,0
2023-10-08,Electronics,141.0,157.05,0,16.82,6,10,2023,40,0
2023-10-09,Electronics,136.0,157.05,0,13.57,0,10,2023,41,0
2023-10-10,Electronics,121.0,157.05,0,13.53,1,10,2023,41,0
2023-10-11,Electronics,123.0,157.05,0,16.86,2,10,2023,41,0
2023-10-12,Electronics,128.0,157.05,0,24.81,3,10,2023,41,0
2023-10-13,Electronics,151.0,157.05,0,2.34,4,10,2023,41,0
2023-10-14,Electronics,165.0,157.05,0,7.34,5,10,2023,41,0
2023-10-15,Electronics,185.0,157.05,0,8.12,6,10,2023,41,0
2023-10-16,Electronics,122.0,157.05,0,7.12,0,10,2023,42,0
2023-10-17,Electronics,136.0,157.05,0,6.17,1,10,2023,42,0
2023-10-18,Electronics,118.0,157.05,0,10.25,2,10,2023,42,0
2023-10-19,Electronics,131.0,157.05,0,5.87,3,10,2023,42,0
2023-10-20,Electronics,139.0,157.05,0,13.85,4,10,2023,42,0
2023-10-21,Electronics,181.0,157.05,0,12.66,5,10,2023,42,0
2023-10-22,Electronics,192.0,157.05,0,15.05,6,10,2023,42,0
2023-10-23,Electronics,131.0,157.05,0,15.44,0,10,2023,43,0
2023-10-24,Electronics,128.0,157.05,0,16.18,1,10,2023,43,0
2023-10-25,Electronics,118.0,157.05,0,11.57,2,10,2023,43,0
2023-10-26,Electronics,135.0,157.05,0,24.33,3,10,2023,43,0
2023-10-27,Electronics,138.0,157.05,0,15.19,4,10,2023,43,0
2023-10-28,Electronics,168.0,157.05,0,5.01,5,10,2023,43,0
2023-10-29,Electronics,182.0,157.05,0,9.63,6,10,2023,43,0
2023-10-30,Electronics,152.0,157.05,0,6.26,0,10,2023,44,0
2023-10-31,Electronics,248.0,157.05,0,15.39,1,10,2023,44,1
2023-11-01,Electronics,128.0,157.05,0,15.04,2,11,2023,44,0
2023-11-02,Electronics,159.0,157.05,0,13.67,3,11,2023,44,0
2023-11-03,Electronics,167.0,157.05,0,26.43,4,11,2023,44,0
2023-11-04,Electronics,185.0,157.05,0,19.5,5,11,2023,44,0
2023-11-05,Electronics,192.0,157.05,0,20.77,6,11,2023,44,0
2023-11-06,Electronics,143.0,157.05,0,12.88,0,11,2023,45,0
2023-11-07,Electronics,141.0,157.05,0,12.95,1,11,2023,45,0
2023-11-08,Electronics,134.0,157.05,0,18.55,2,11,2023,45,0
2023-11-09,Electronics,131.0,157.05,0,19.65,3,11,2023,45,0
2023-11-10,Electronics,148.0,157.05,0,9.94,4,11,2023,45,0
2023-11-11,Electronics,204.0,157.05,0,18.77,5,11,2023,45,0
2023-11-12,Electronics,187.0,157.05,0,20.19,6,11,2023,45,0
2023-11-13,Electronics,140.0,157.05,0,19.51,0,11,2023,46,0
2023-11-14,Electronics,144.0,157.05,0,16.99,1,11,2023,46,0
2023-11-15,Electronics,152.0,157.05,0,18.84,2,11,2023,46,0
2023-11-16,Electronics,154.0,157.05,0,21.14,3,11,2023,46,0
2023-11-17,Electronics,164.0,157.05,0,22.97,4,11,2023,46,0
2023-11-18,Electronics,219.0,157.05,0,26.05,5,11,2023,46,0
2023-11-19,Electronics,221.0,157.05,0,28.94,6,11,2023,46,0
2023-11-20,Electronics,253.0,135.21,1,22.58,0,11,2023,47,0
2023-11-21,Electronics,257.0,135.21,1,22.3,1,11,2023,47,0
2023-11-22,Electronics,260.0,135.21,1,27.31,2,11,2023,47,0
2023-11-23,Electronics,602.0,135.21,1,28.72,3,11,2023,47,1
2023-11-24,Electronics,904.0,135.21,1,24.04,4,11,2023,47,1
2023-11-25,Electronics,345.0,135.21,1,30.72,5,11,2023,47,0
2023-11-26,Electronics,209.0,157.05,0,32.23,6,11,2023,47,0
2023-11-27,Electronics,140.0,157.05,0,34.36,0,11,2023,48,0
2023-11-28,Electronics,159.0,157.05,0,37.37,1,11,2023,48,0
2023-11-29,Electronics,133.0,157.05,0,24.73,2,11,2023,48,0
2023-11-30,Electronics,149.0,157.05,0,29.72,3,11,2023,48,0
2023-12-01,Electronics,200.0,157.05,0,30.31,4,12,2023,48,0
2023-12-02,Electronics,222.0,157.05,0,30.36,5,12,2023,48,0
2023-12-03,Electronics,229.0,157.05,0,28.21,6,12,2023,48,0
2023-12-04,Electronics,153.0,157.05,0,24.64,0,12,2023,49,0
2023-12-05,Electronics,139.0,157.05,0,33.15,1,12,2023,49,0
2023-12-06,Electronics,149.0,157.05,0,29.47,2,12,2023,49,0
2023-12-07,Electronics,163.0,157.05,0,34.37,3,12,2023,49,0
2023-12-08,Electronics,186.0,157.05,0,30.6,4,12,2023,49,0
2023-12-09,Electronics,230.0,157.05,0,29.71,5,12,2023,49,0
2023-12-10,Electronics,202.0,157.05,0,37.02,6,12,2023,49,0
2023-12-11,Electronics,163.0,157.05,0,37.25,0,12,2023,50,0
2023-12-12,Electronics,143.0,157.05,0,40.05,1,12,2023,50,0
2023-12-13,Electronics,160.0,157.05,0,48.73,2,12,2023,50,0
2023-12-14,Electronics,163.0,157.05,0,39.85,3,12,2023,50,0
2023-12-15,Electronics,176.0,157.05,0,41.55,4,12,2023,50,0
2023-12-16,Electronics,210.0,157.05,0,34.4,5,12,2023,50,0
2023-12-17,Electronics,207.0,157.05,0,34.02,6,12,2023,50,0
2023-12-18,Electronics,157.0,157.05,0,49.04,0,12,2023,51,0
2023-12-19,Electronics,180.0,157.05,0,37.18,1,12,2023,51,0
2023-12-20,Electronics,154.0,157.05,0,37.25,2,12,2023,51,0
2023-12-21,Electronics,162.0,157.05,0,42.95,3,12,2023,51,0
2023-12-22,Electronics,157.0,157.05,0,43.38,4,12,2023,51,0
2023-12-23,Electronics,200.0,157.05,0,40.0,5,12,2023,51,0
2023-12-24,Electronics,207.0,157.05,0,43.67,6,12,2023,51,0
2023-12-25,Electronics,382.0,157.05,0,52.02,0,12,2023,52,1
2023-12-26,Electronics,316.0,157.05,0,42.53,1,12,2023,52,1
2023-12-27,Electronics,154.0,157.05,0,40.28,2,12,2023,52,0
2023-12-28,Electronics,183.0,157.05,0,52.65,3,12,2023,52,0
2023-12-29,Electronics,190.0,157.05,0,51.08,4,12,2023,52,0
2023-12-30,Electronics,217.0,157.05,0,46.21,5,12,2023,52,0
2023-12-31,Electronics,337.0,157.05,0,42.09,6,12,2023,52,1
2021-01-01,Clothing,171.0,18.2,0,54.81,4,1,2021,53,1
2021-01-02,Clothing,123.0,18.2,0,47.81,5,1,2021,53,0
2021-01-03,Clothing,119.0,18.2,0,57.32,6,1,2021,53,0
2021-01-04,Clothing,103.0,18.2,0,45.17,0,1,2021,1,0
2021-01-05,Clothing,79.0,18.2,0,47.2,1,1,2021,1,0
2021-01-06,Clothing,125.0,16.09,1,57.67,2,1,2021,1,0
2021-01-07,Clothing,135.0,16.09,1,63.16,3,1,2021,1,0
2021-01-08,Clothing,152.0,16.09,1,57.96,4,1,2021,1,0
2021-01-09,Clothing,169.0,16.09,1,55.97,5,1,2021,1,0
2021-01-10,Clothing,140.0,16.09,1,45.88,6,1,2021,1,0
2021-01-11,Clothing,133.0,16.09,1,47.42,0,1,2021,2,0
2021-01-12,Clothing,89.0,18.2,0,58.85,1,1,2021,2,0
2021-01-13,Clothing,82.0,18.2,0,57.09,2,1,2021,2,0
2021-01-14,Clothing,105.0,18.2,0,54.02,3,1,2021,2,0
2021-01-15,Clothing,104.0,18.2,0,60.54,4,1,2021,2,0
2021-01-16,Clothing,132.0,18.2,0,61.45,5,1,2021,2,0
2021-01-17,Clothing,120.0,18.2,0,66.26,6,1,2021,2,0
2021-01-18,Clothing,96.0,18.2,0,62.88,0,1,2021,3,0
2021-01-19,Clothing,91.0,18.2,0,68.99,1,1,2021,3,0
2021-01-20,Clothing,97.0,18.2,0,63.54,2,1,2021,3,0
2021-01-21,Clothing,94.0,18.2,0,63.57,3,1,2021,3,0
2021-01-22,Clothing,111.0,18.2,0,70.11,4,1,2021,3,0
2021-01-23,Clothing,126.0,18.2,0,60.53,5,1,2021,3,0
2021-01-24,Clothing,118.0,18.2,0,80.13,6,1,2021,3,0
2021-01-25,Clothing,96.0,18.2,0,68.56,0,1,2021,4,0
2021-01-26,Clothing,107.0,18.2,0,69.22,1,1,2021,4,0
2021-01-27,Clothing,88.0,18.2,0,70.55,2,1,2021,4,0
2021-01-28,Clothing,99.0,18.2,0,77.93,3,1,2021,4,0
2021-01-29,Clothing,121.0,18.2,0,73.11,4,1,2021,4,0
2021-01-30,Clothing,137.0,18.2,0,61.73,5,1,2021,4,0
2021-01-31,Clothing,124.0,18.2,0,77.36,6,1,2021,4,0
2021-02-01,Clothing,77.0,18.2,0,69.23,0,2,2021,5,0
2021-02-02,Clothing,97.0,18.2,0,72.06,1,2,2021,5,0
2021-02-03,Clothing,76.0,18.2,0,65.7,2,2,2021,5,0
2021-02-04,Clothing,109.0,18.2,0,75.3,3,2,2021,5,0
2021-02-05,Clothing,114.0,18.2,0,69.98,4,2,2021,5,0
2021-02-06,Clothing,139.0,18.2,0,74.29,5,2,2021,5,0
2021-02-07,Clothing,118.0,18.2,0,72.92,6,2,2021,5,0
2021-02-08,Clothing,85.0,18.2,0,84.51,0,2,2021,6,0
2021-02-09,Clothing,97.0,18.2,0,85.33,1,2,2021,6,0
2021-02-10,Clothing,94.0,18.2,0,76.18,2,2,2021,6,0
2021-02-11,Clothing,96.0,18.2,0,76.79,3,2,2021,6,0
2021-02-12,Clothing,115.0,18.2,0,75.11,4,2,2021,6,0
2021-02-13,Clothing,160.0,18.2,0,83.01,5,2,2021,6,0
2021-02-14,Clothing,221.0,18.2,0,76.33,6,2,2021,6,1
2021-02-15,Clothing,107.0,18.2,0,76.36,0,2,2021,7,0
2021-02-16,Clothing,103.0,18.2,0,83.84,1,2,2021,7,0
2021-02-17,Clothing,107.0,18.2,0,76.73,2,2,2021,7,0
2021-02-18,Clothing,100.0,18.2,0,79.69,3,2,2021,7,0
2021-02-19,Clothing,97.0,18.2,0,72.43,4,2,2021,7,0
2021-02-20,Clothing,131.0,18.2,0,84.3,5,2,2021,7,0
2021-02-21,Clothing,140.0,18.2,0,90.92,6,2,2021,7,0
2021-02-22,Clothing,93.0,18.2,0,85.24,0,2,2021,8,0
2021-02-23,Clothing,97.0,18.2,0,89.36,1,2,2021,8,0
2021-02-24,Clothing,92.0,18.2,0,78.23,2,2,2021,8,0
2021-02-25,Clothing,116.0,18.2,0,84.04,3,2,2021,8,0
2021-02-26,Clothing,125.0,18.2,0,78.53,4,2,2021,8,0
2021-02-27,Clothing,143.0,18.2,0,82.49,5,2,2021,8,0
2021-02-28,Clothing,140.0,18.2,0,87.85,6,2,2021,8,0
2021-03-01,Clothing,102.0,18.2,0,84.86,0,3,2021,9,0
2021-03-02,Clothing,101.0,18.2,0,77.64,1,3,2021,9,0
2021-03-03,Clothing,90.0,18.2,0,78.46,2,3,2021,9,0
2021-03-04,Clothing,86.0,18.2,0,78.46,3,3,2021,9,0
2021-03-05,Clothing,121.0,18.2,0,88.14,4,3,2021,9,0
2021-03-06,Clothing,141.0,18.2,0,96.3,5,3,2021,9,0
2021-03-07,Clothing,148.0,18.2,0,93.09,6,3,2021,9,0
2021-03-08,Clothing,116.0,18.2,0,77.09,0,3,2021,10,0
2021-03-09,Clothing,114.0,18.2,0,93.94,1,3,2021,10,0
2021-03-10,Clothing,92.0,18.2,0,91.78,2,3,2021,10,0
2021-03-11,Clothing,103.0,18.2,0,79.63,3,3,2021,10,0
2021-03-12,Clothing,126.0,18.2,0,86.08,4,3,2021,10,0
2021-03-13,Clothing,167.0,18.2,0,93.3,5,3,2021,10,0
2021-03-14,Clothing,152.0,18.2,0,90.79,6,3,2021,10,0
2021-03-15,Clothing,113.0,18.2,0,81.7,0,3,2021,11,0
2021-03-16,Clothing,99.0,18.2,0,91.5,1,3,2021,11,0
2021-03-17,Clothing,,18.2,0,77.94,2,3,2021,11,0
2021-03-18,Clothing,,18.2,0,87.69,3,3,2021,11,0
2021-03-19,Clothing,111.0,18.2,0,94.65,4,3,2021,11,0
2021-03-20,Clothing,137.0,18.2,0,89.21,5,3,2021,11,0
2021-03-21,Clothing,136.0,18.2,0,86.76,6,3,2021,11,0
2021-03-22,Clothing,118.0,18.2,0,93.83,0,3,2021,12,0
2021-03-23,Clothing,100.0,18.2,0,94.37,1,3,2021,12,0
2021-03-24,Clothing,82.0,18.2,0,96.15,2,3,2021,12,0
2021-03-25,Clothing,112.0,18.2,0,94.06,3,3,2021,12,0
2021-03-26,Clothing,116.0,18.2,0,95.18,4,3,2021,12,0
2021-03-27,Clothing,140.0,18.2,0,93.5,5,3,2021,12,0
2021-03-28,Clothing,137.0,18.2,0,91.22,6,3,2021,12,0
2021-03-29,Clothing,103.0,18.2,0,90.38,0,3,2021,13,0
2021-03-30,Clothing,109.0,18.2,0,88.78,1,3,2021,13,0
2021-03-31,Clothing,89.0,18.2,0,83.93,2,3,2021,13,0
2021-04-01,Clothing,103.0,18.2,0,85.22,3,4,2021,13,0
2021-04-02,Clothing,129.0,18.2,0,88.59,4,4,2021,13,0
2021-04-03,Clothing,133.0,18.2,0,91.19,5,4,2021,13,0
2021-04-04,Clothing,120.0,18.2,0,97.16,6,4,2021,13,0
2021-04-05,Clothing,111.0,18.2,0,89.71,0,4,2021,14,0
2021-04-06,Clothing,112.0,18.2,0,94.88,1,4,2021,14,0
2021-04-07,Clothing,101.0,18.2,0,95.2,2,4,2021,14,0
2021-04-08,Clothing,90.0,18.2,0,88.57,3,4,2021,14,0
2021-04-09,Clothing,129.0,18.2,0,92.62,4,4,2021,14,0
2021-04-10,Clothing,121.0,18.2,0,88.33,5,4,2021,14,0
2021-04-11,Clothing,224.0,15.9,1,96.05,6,4,2021,14,0
2021-04-12,Clothing,155.0,15.9,1,92.5,0,4,2021,15,0
2021-04-13,Clothing,147.0,15.9,1,83.23,1,4,2021,15,0
2021-04-14,Clothing,98.0,18.2,0,89.85,2,4,2021,15,0
2021-04-15,Clothing,105.0,18.2,0,97.13,3,4,2021,15,0
2021-04-16,Clothing,116.0,18.2,0,87.81,4,4,2021,15,0
2021-04-17,Clothing,146.0,18.2,0,90.78,5,4,2021,15,0
2021-04-18,Clothing,132.0,18.2,0,91.08,6,4,2021,15,0
2021-04-19,Clothing,112.0,18.2,0,82.96,0,4,2021,16,0
2021-04-20,Clothing,104.0,18.2,0,90.49,1,4,2021,16,0
2021-04-21,Clothing,95.0,18.2,0,80.74,2,4,2021,16,0
2021-04-22,Clothing,99.0,18.2,0,84.35,3,4,2021,16,0
2021-04-23,Clothing,105.0,18.2,0,92.61,4,4,2021,16,0
2021-04-24,Clothing,141.0,18.2,0,88.76,5,4,2021,16,0
2021-04-25,Clothing,132.0,18.2,0,85.18,6,4,2021,16,0
2021-04-26,Clothing,84.0,18.2,0,88.66,0,4,2021,17,0
2021-04-27,Clothing,97.0,18.2,0,85.83,1,4,2021,17,0
2021-04-28,Clothing,92.0,18.2,0,85.9,2,4,2021,17,0
2021-04-29,Clothing,118.0,18.2,0,88.81,3,4,2021,17,0
2021-04-30,Clothing,103.0,18.2,0,81.56,4,4,2021,17,0
2021-05-01,Clothing,121.0,18.2,0,85.07,5,5,2021,17,0
2021-05-02,Clothing,146.0,18.2,0,82.96,6,5,2021,17,0
2021-05-03,Clothing,113.0,18.2,0,76.24,0,5,2021,18,0
2021-05-04,Clothing,94.0,18.2,0,79.21,1,5,2021,18,0
2021-05-05,Clothing,93.0,18.2,0,91.28,2,5,2021,18,0
2021-05-06,Clothing,109.0,18.2,0,84.98,3,5,2021,18,0
2021-05-07,Clothing,96.0,18.2,0,76.04,4,5,2021,18,0
2021-05-08,Clothing,115.0,18.2,0,74.56,5,5,2021,18,0
2021-05-09,Clothing,129.0,18.2,0,81.29,6,5,2021,18,0
2021-05-10,Clothing,113.0,18.2,0,89.23,0,5,2021,19,0
2021-05-11,Clothing,95.0,18.2,0,80.06,1,5,2021,19,0
2021-05-12,Clothing,98.0,18.2,0,87.09,2,5,2021,19,0
2021-05-13,Clothing,112.0,18.2,0,81.87,3,5,2021,19,0
2021-05-14,Clothing,136.0,18.2,0,82.01,4,5,2021,19,0
2021-05-15,Clothing,127.0,18.2,0,72.5,5,5,2021,19,0
2021-05-16,Clothing,130.0,18.2,0,83.39,6,5,2021,19,0
2021-05-17,Clothing,114.0,18.2,0,76.55,0,5,2021,20,0
2021-05-18,Clothing,85.0,18.2,0,82.05,1,5,2021,20,0
2021-05-19,Clothing,103.0,18.2,0,73.16,2,5,2021,20,0
2021-05-20,Clothing,92.0,18.2,0,77.61,3,5,2021,20,0
2021-05-21,Clothing,115.0,18.2,0,77.97,4,5,2021,20,0
2021-05-22,Clothing,128.0,18.2,0,74.91,5,5,2021,20,0
2021-05-23,Clothing,118.0,18.2,0,77.17,6,5,2021,20,0
2021-05-24,Clothing,90.0,18.2,0,73.28,0,5,2021,21,0
2021-05-25,Clothing,97.0,18.2,0,70.82,1,5,2021,21,0
2021-05-26,Clothing,101.0,18.2,0,81.54,2,5,2021,21,0
2021-05-27,Clothing,97.0,18.2,0,78.2,3,5,2021,21,0
2021-05-28,Clothing,113.0,18.2,0,68.58,4,5,2021,21,0
2021-05-29,Clothing,133.0,18.2,0,74.65,5,5,2021,21,0
2021-05-30,Clothing,115.0,18.2,0,67.52,6,5,2021,21,0
2021-05-31,Clothing,101.0,18.2,0,64.72,0,5,2021,22,0
2021-06-01,Clothing,99.0,18.2,0,75.22,1,6,2021,22,0
2021-06-02,Clothing,110.0,18.2,0,60.93,2,6,2021,22,0
2021-06-03,Clothing,93.0,18.2,0,73.48,3,6,2021,22,0
2021-06-04,Clothing,106.0,18.2,0,66.97,4,6,2021,22,0
2021-06-05,Clothing,132.0,18.2,0,66.56,5,6,2021,22,0
2021-06-06,Clothing,130.0,18.2,0,69.05,6,6,2021,22,0
2021-06-07,Clothing,89.0,18.2,0,69.28,0,6,2021,23,0
2021-06-08,Clothing,88.0,18.2,0,61.61,1,6,2021,23,0
2021-06-09,Clothing,93.0,18.2,0,68.7,2,6,2021,23,0
2021-06-10,Clothing,88.0,18.2,0,65.04,3,6,2021,23,0
2021-06-11,Clothing,103.0,18.2,0,57.54,4,6,2021,23,0
2021-06-12,Clothing,123.0,18.2,0,62.33,5,6,2021,23,0
2021-06-13,Clothing,129.0,18.2,0,69.43,6,6,2021,23,0
2021-06-14,Clothing,86.0,18.2,0,70.25,0,6,2021,24,0
2021-06-15,Clothing,75.0,18.2,0,64.8,1,6,2021,24,0
2021-06-16,Clothing,74.0,18.2,0,54.59,2,6,2021,24,0
2021-06-17,Clothing,82.0,18.2,0,62.33,3,6,2021,24,0
2021-06-18,Clothing,93.0,18.2,0,63.47,4,6,2021,24,0
2021-06-19,Clothing,117.0,18.2,0,62.17,5,6,2021,24,0
2021-06-20,Clothing,105.0,18.2,0,61.79,6,6,2021,24,0
2021-06-21,Clothing,83.0,18.2,0,59.01,0,6,2021,25,0
2021-06-22,Clothing,81.0,18.2,0,56.15,1,6,2021,25,0
2021-06-23,Clothing,82.0,18.2,0,52.79,2,6,2021,25,0
2021-06-24,Clothing,98.0,18.2,0,45.66,3,6,2021,25,0
2021-06-25,Clothing,107.0,18.2,0,56.16,4,6,2021,25,0
2021-06-26,Clothing,115.0,18.2,0,54.71,5,6,2021,25,0
2021-06-27,Clothing,109.0,18.2,0,55.88,6,6,2021,25,0
2021-06-28,Clothing,83.0,18.2,0,45.72,0,6,2021,26,0
2021-06-29,Clothing,86.0,18.2,0,54.95,1,6,2021,26,0
2021-06-30,Clothing,86.0,18.2,0,61.31,2,6,2021,26,0
2021-07-01,Clothing,80.0,18.2,0,50.74,3,7,2021,26,0
2021-07-02,Clothing,99.0,18.2,0,49.35,4,7,2021,26,0
2021-07-03,Clothing,95.0,18.2,0,50.51,5,7,2021,26,0
2021-07-04,Clothing,159.0,18.2,0,58.44,6,7,2021,26,1
2021-07-05,Clothing,91.0,18.2,0,42.47,0,7,2021,27,0
2021-07-06,Clothing,82.0,18.2,0,47.92,1,7,2021,27,0
2021-07-07,Clothing,96.0,18.2,0,42.22,2,7,2021,27,0
2021-07-08,Clothing,82.0,18.2,0,42.8,3,7,2021,27,0
2021-07-09,Clothing,103.0,18.2,0,44.6,4,7,2021,27,0
2021-07-10,Clothing,116.0,18.2,0,50.9,5,7,2021,27,0
2021-07-11,Clothing,114.0,18.2,0,52.49,6,7,2021,27,0
2021-07-12,Clothing,87.0,18.2,0,45.05,0,7,2021,28,0
2021-07-13,Clothing,87.0,18.2,0,40.25,1,7,2021,28,0
2021-07-14,Clothing,92.0,18.2,0,53.92,2,7,2021,28,0
2021-07-15,Clothing,101.0,18.2,0,38.65,3,7,2021,28,0
2021-07-16,Clothing,105.0,18.2,0,37.26,4,7,2021,28,0
2021-07-17,Clothing,128.0,18.2,0,30.58,5,7,2021,28,0
2021-07-18,Clothing,112.0,18.2,0,45.77,6,7,2021,28,0
2021-07-19,Clothing,96.0,18.2,0,42.97,0,7,2021,29,0
2021-07-20,Clothing,84.0,18.2,0,49.56,1,7,2021,29,0
2021-07-21,Clothing,96.0,18.2,0,29.88,2,7,2021,29,0
2021-07-22,Clothing,110.0,18.2,0,43.47,3,7,2021,29,0
2021-07-23,Clothing,106.0,18.2,0,35.88,4,7,2021,29,0
2021-07-24,Clothing,102.0,18.2,0,38.92,5,7,2021,29,0
2021-07-25,Clothing,116.0,18.2,0,26.02,6,7,2021,29,0
2021-07-26,Clothing,102.0,18.2,0,40.97,0,7,2021,30,0
2021-07-27,Clothing,95.0,18.2,0,36.93,1,7,2021,30,0
2021-07-28,Clothing,92.0,18.2,0,32.18,2,7,2021,30,0
2021-07-29,Clothing,104.0,18.2,0,34.99,3,7,2021,30,0
2021-07-30,Clothing,114.0,18.2,0,27.33,4,7,2021,30,0
2021-07-31,Clothing,139.0,18.2,0,27.65,5,7,2021,30,0
2021-08-01,Clothing,134.0,18.2,0,27.63,6,8,2021,30,0
2021-08-02,Clothing,107.0,18.2,0,20.09,0,8,2021,31,0
2021-08-03,Clothing,96.0,18.2,0,33.08,1,8,2021,31,0
2021-08-04,Clothing,100.0,18.2,0,34.15,2,8,2021,31,0
2021-08-05,Clothing,96.0,18.2,0,24.11,3,8,2021,31,0
2021-08-06,Clothing,107.0,18.2,0,28.79,4,8,2021,31,0
2021-08-07,Clothing,147.0,18.2,0,25.16,5,8,2021,31,0
2021-08-08,Clothing,130.0,18.2,0,27.58,6,8,2021,31,0
2021-08-09,Clothing,104.0,18.2,0,22.25,0,8,2021,32,0
2021-08-10,Clothing,97.0,18.2,0,20.43,1,8,2021,32,0
2021-08-11,Clothing,90.0,18.2,0,29.58,2,8,2021,32,0
2021-08-12,Clothing,101.0,18.2,0,23.47,3,8,2021,32,0
2021-08-13,Clothing,128.0,18.2,0,33.39,4,8,2021,32,0
2021-08-14,Clothing,138.0,18.2,0,23.0,5,8,2021,32,0
2021-08-15,Clothing,112.0,18.2,0,17.64,6,8,2021,32,0
2021-08-16,Clothing,179.0,14.09,1,27.91,0,8,2021,33,0
2021-08-17,Clothing,205.0,14.09,1,24.45,1,8,2021,33,0
2021-08-18,Clothing,174.0,14.09,1,24.45,2,8,2021,33,0
2021-08-19,Clothing,161.0,14.09,1,26.3,3,8,2021,33,0
2021-08-20,Clothing,248.0,14.09,1,16.63,4,8,2021,33,0
2021-08-21,Clothing,260.0,14.09,1,18.81,5,8,2021,33,0
2021-08-22,Clothing,132.0,18.2,0,18.15,6,8,2021,33,0
2021-08-23,Clothing,98.0,18.2,0,12.12,0,8,2021,34,0
2021-08-24,Clothing,108.0,18.2,0,16.83,1,8,2021,34,0
2021-08-25,Clothing,94.0,18.2,0,24.42,2,8,2021,34,0
2021-08-26,Clothing,114.0,18.2,0,18.53,3,8,2021,34,0
2021-08-27,Clothing,124.0,18.2,0,10.22,4,8,2021,34,0
2021-08-28,Clothing,139.0,18.2,0,8.78,5,8,2021,34,0
2021-08-29,Clothing,136.0,18.2,0,24.51,6,8,2021,34,0
2021-08-30,Clothing,101.0,18.2,0,15.38,0,8,2021,35,0
2021-08-31,Clothing,109.0,18.2,0,12.24,1,8,2021,35,0
2021-09-01,Clothing,93.0,18.2,0,13.76,2,9,2021,35,0
2021-09-02,Clothing,92.0,18.2,0,7.41,3,9,2021,35,0
2021-09-03,Clothing,127.0,18.2,0,21.59,4,9,2021,35,0
2021-09-04,Clothing,145.0,18.2,0,12.2,5,9,2021,35,0
2021-09-05,Clothing,141.0,18.2,0,20.7,6,9,2021,35,0
2021-09-06,Clothing,107.0,18.2,0,13.83,0,9,2021,36,0
2021-09-07,Clothing,99.0,18.2,0,20.44,1,9,2021,36,0
2021-09-08,Clothing,107.0,18.2,0,14.31,2,9,2021,36,0
