date,product,sales,price,is_promotion,weather_index,day_of_week,month,year,week_of_year,is_holiday,price_ratio,quarter,is_weekend,day_of_year,trend_index,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,sin_1,cos_1,sin_2,cos_2,sin_3,cos_3,product_id
2021-05-10,Beauty,72.0,190.9,0,86.47,0,5,2021,19,0,1.0188403247784288,2,0,130,129,98.0,75.0,73.0,79.0,83.71428571428571,13.073054803861297,84.13333333333334,12.431143685652307,0.7961828637826158,-0.6050560696488488,-0.9634705485641486,-0.26781430516217486,0.3697245428906735,0.9291414114031742,1
2021-05-11,Beauty,82.0,190.9,0,84.87,1,5,2021,19,0,1.0188403247784288,2,0,131,130,72.0,74.0,68.0,84.0,83.28571428571429,13.450084085416009,83.36666666666666,12.447083395618073,0.7856498550787147,-0.6186714032625031,-0.9721181966290612,-0.23449138957041052,0.4171936026123165,0.908817637339503,1
2021-05-12,Beauty,72.0,190.9,0,84.15,2,5,2021,19,0,1.0188403247784288,2,0,132,131,82.0,74.0,84.0,60.0,84.42857142857143,12.85634918185226,82.96666666666667,12.285352459635462,0.7748840413670407,-0.6321034111873487,-0.9796136916454901,-0.20089055513063528,0.4635502709028508,0.8860706215341381,1
2021-05-13,Beauty,84.0,190.9,0,72.62,3,5,2021,19,0,1.0188403247784288,2,0,133,132,72.0,76.0,71.0,94.0,84.14285714285714,13.145703625501481,82.73333333333333,12.428924366957103,0.7638886127905428,-0.6453481132295501,-0.9859481499638303,-0.1670516255021195,0.5086709438521045,0.8609610158889943,1
2021-05-14,Beauty,96.0,190.9,0,67.19,4,5,2021,19,0,1.0188403247784288,2,0,134,133,84.0,83.0,80.0,89.0,85.28571428571429,12.658518682614256,82.73333333333333,12.428924366957103,0.7526668275320085,-0.6584015846980488,-0.9911140639934546,-0.13301470653419636,0.5524353131676191,0.8335557718385702,1
2021-05-15,Beauty,111.0,190.9,0,85.56,5,5,2021,19,0,1.0188403247784288,2,1,135,134,96.0,106.0,99.0,105.0,87.14285714285714,13.208943579112953,83.93333333333334,11.884308209113193,0.7412220108485958,-0.6712599575675313,-0.9951053111006974,-0.09882013873287211,0.5947266869607636,0.8039279618328211,1
2021-05-16,Beauty,104.0,190.9,0,80.9,6,5,2021,19,0,1.0188403247784288,2,1,136,135,111.0,98.0,93.0,95.0,87.85714285714286,14.473292316407806,84.5,12.754309616482708,0.7295575540864875,-0.6839194216246106,-0.9979171608653922,-0.06450844944931625,0.6354323008901765,0.772156584499165,1
2021-05-17,Beauty,75.0,190.9,0,78.12,0,5,2021,20,0,1.0188403247784288,2,0,137,136,104.0,72.0,75.0,75.0,88.71428571428571,15.326603077810836,85.0,13.222238320605795,0.717676913675962,-0.6963762255968722,-0.9995462806873573,-0.03012030484690836,0.6744436188329453,0.7383263540031066,1
2021-05-18,Beauty,73.0,190.9,0,81.2,1,5,2021,20,0,1.0188403247784288,2,0,138,137,75.0,82.0,74.0,75.0,89.14285714285714,14.814728835729298,84.0,12.78468911871027,0.705583610107178,-0.7086266782644596,-0.9999907397361901,0.004303538296243821,0.7116566222817747,0.702527474169157,1
2021-05-19,Beauty,122.0,156.77,1,86.87,2,5,2021,20,0,0.8366872588554966,2,0,139,138,73.0,72.0,74.0,67.0,87.85714285714286,15.889499377771132,83.26666666666667,12.762913226336233,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,0.7469720876965548,0.664855397964287,1
2021-05-20,Beauty,109.0,156.77,1,83.79,3,5,2021,20,0,0.8366872588554966,2,0,140,139,122.0,84.0,76.0,72.0,95.0,18.583146486355094,84.83333333333333,14.482053896373646,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,0.7802958510707751,0.6254105729852468,1
2021-05-21,Beauty,109.0,156.77,1,81.02,4,5,2021,20,0,0.8366872588554966,2,0,141,140,109.0,96.0,83.0,96.0,98.57142857142857,18.518973539383307,85.96666666666667,15.006856670416914,0.6680638642135335,-0.7441039398713607,-0.994217906893952,0.10738134666416306,0.8115390590073613,0.5842981736283681,1
2021-05-22,Beauty,136.0,156.77,1,71.25,5,5,2021,20,0,0.8366872588554966,2,1,142,141,109.0,111.0,106.0,88.0,100.42857142857143,18.866700319673786,87.36666666666666,15.134986491303977,0.6551563572090853,-0.7554933140726803,-0.989932495087353,0.141540295217043,0.8406184056344775,0.5416278206559824,1
2021-05-23,Beauty,136.0,156.77,1,71.37,6,5,2021,20,0,0.8366872588554966,2,1,143,142,136.0,104.0,98.0,102.0,104.0,23.094010767584983,89.5,17.256183299587583,0.6420547132365637,-0.766658819300159,-0.9844738167520923,0.17553149042142777,0.8674563547295968,0.49751328890718066,1
2021-05-24,Beauty,75.0,190.9,0,62.68,0,5,2021,21,0,1.0188403247784288,2,0,144,143,136.0,75.0,72.0,73.0,108.57142857142857,26.069504169029475,90.83333333333333,19.210419825840802,0.6287628145958344,-0.7775971469736269,-0.9778483415056567,0.20931464596304888,0.8919813464595485,0.45207220393230413,1
2021-05-25,Beauty,78.0,190.9,0,77.23,1,5,2021,21,0,1.0188403247784288,2,0,145,144,75.0,73.0,82.0,68.0,108.57142857142857,26.069504169029475,90.4,19.421992511157246,0.6152845999633276,-0.7883050558305255,-0.970063921851507,0.2428497220959358,0.9141279881853336,0.40542572835999774,1
2021-05-26,Beauty,65.0,190.9,0,79.05,2,5,2021,21,0,1.0188403247784288,2,0,146,145,78.0,122.0,72.0,84.0,109.28571428571429,24.978085633305835,89.6,19.421992511157246,0.6016240632249226,-0.7987793728863649,-0.9611297838723007,0.27609697309746883,0.933837228822925,0.3576982388331259,1
2021-05-27,Beauty,70.0,190.9,0,78.9,3,5,2021,21,0,1.0188403247784288,2,0,147,146,65.0,109.0,84.0,71.0,101.14285714285714,29.094263875825902,89.33333333333333,19.710549133051487,0.5877852522924732,-0.8090169943749473,-0.9510565162951536,0.30901699437494723,0.9510565162951538,0.30901699437494684,1
2021-05-28,Beauty,70.0,190.9,0,75.76,4,5,2021,21,0,1.0188403247784288,2,0,148,147,70.0,109.0,96.0,80.0,95.57142857142857,31.009983031582674,89.4,19.639158630759564,0.5737722679043246,-0.8190148866680801,-0.9398560579418953,0.341570769167856,0.9657399376548549,0.2595117970697999,1
2021-05-29,Beauty,99.0,190.9,0,71.04,5,5,2021,21,0,1.0188403247784288,2,1,149,148,70.0,136.0,111.0,99.0,90.0,31.69121855235818,88.93333333333334,19.935989520485794,0.5595892624101765,-0.8287700871745038,-0.9275416835791965,0.3737197147904692,0.9778483415056568,0.2093146459630485,1
2021-05-30,Beauty,93.0,190.9,0,68.41,6,5,2021,21,0,1.0188403247784288,2,1,150,149,99.0,136.0,104.0,93.0,84.71428571428571,25.150972716207747,89.86666666666666,19.721742479729865,0.545240438540651,-0.8382797052177744,-0.9141279881853337,0.4054257283599973,0.9873494423939863,0.15855938510313522,1
2021-05-31,Beauty,70.0,190.9,0,66.52,0,5,2021,22,0,1.0188403247784288,2,0,151,150,93.0,75.0,75.0,75.0,78.57142857142857,12.712948030218866,90.3,19.640124306088815,0.5307300481619334,-0.8475409228928311,-0.8996308696522434,0.4366512319560638,0.9942179068939518,0.10738134666416355,1
2021-06-01,Beauty,76.0,190.9,0,69.23,1,6,2021,22,0,1.0188403247784288,2,0,152,151,70.0,78.0,73.0,74.0,77.85714285714286,13.082157969649169,89.33333333333333,19.908988324170416,0.5160623910158528,-0.8565509959010036,-0.8840675099433637,0.46735921715800205,0.9984354211555643,0.055916990100603504,1
2021-06-02,Beauty,70.0,190.9,0,64.56,2,6,2021,22,0,1.0188403247784288,2,0,153,152,76.0,65.0,122.0,74.0,77.57142857142857,13.100345324419722,88.76666666666667,20.042512288896685,0.5012418134457758,-0.865307254363206,-0.8674563547295971,0.4975132889071803,0.9999907397361901,0.004303538296245199,1
2021-06-03,Beauty,68.0,190.9,0,77.63,3,6,2021,22,0,1.0188403247784288,2,0,154,153,70.0,70.0,109.0,76.0,78.28571428571429,12.419263071458522,88.6,20.18124769732262,0.48627270710868997,-0.8738071036110808,-0.8498170915275277,0.5270777086423724,0.9988797155850336,-0.04732138832243183,1
2021-06-04,Beauty,106.0,190.9,0,61.72,4,6,2021,22,0,1.0188403247784288,2,0,155,154,68.0,70.0,109.0,83.0,78.0,12.662279942148311,88.4,20.359865862304556,0.4711595076738638,-0.8820480249558537,-0.8311706263658079,0.5560174366570446,0.9951053111006976,-0.09882013873287163,1
2021-06-05,Beauty,100.0,190.9,0,66.64,5,6,2021,22,0,1.0188403247784288,2,1,156,155,106.0,99.0,136.0,106.0,83.14285714285714,15.7948153036428,89.46666666666667,20.417594395999256,0.4559066935084588,-0.8900275764346767,-0.8115390590073611,0.5842981736283683,0.9886775902323405,-0.15005539834465212,1
2021-06-06,Beauty,90.0,190.9,0,57.32,6,6,2021,22,0,1.0188403247784288,2,1,157,156,100.0,93.0,136.0,98.0,83.28571428571429,15.965737123752234,90.26666666666667,20.341792097726454,0.440518784350495,-0.8977433935342337,-0.7909456567567774,0.6118864012687242,0.9796136916454901,-0.2008905551306348,1
2021-06-07,Beauty,71.0,190.9,0,67.86,0,6,2021,23,0,1.0188403247784288,2,0,158,157,90.0,70.0,75.0,72.0,82.85714285714286,15.699560200088053,90.5,20.295659464610857,0.42500033996955416,-0.9051931898913974,-0.7694148268839381,0.6387494220515268,0.9679377830240643,-0.2511900638848191,1
2021-06-08,Beauty,73.0,190.9,0,65.73,1,6,2021,23,0,1.0188403247784288,2,0,159,158,71.0,76.0,78.0,82.0,83.0,15.567059238447436,89.33333333333333,20.37972849017703,0.4093559588156213,-0.9123747579707273,-0.7469720876965551,0.6648553979642866,0.9536809966304456,-0.3008198076356675,1
2021-06-09,Beauty,72.0,190.9,0,63.32,2,6,2021,23,0,1.0188403247784288,2,0,160,159,73.0,70.0,65.0,72.0,82.57142857142857,15.830952201906426,88.5,20.523745709081332,0.39359027665646673,-0.9192859697186104,-0.7236440382959124,0.690173388242972,0.9368813462954314,-0.34964745525122864,1
2021-06-10,Beauty,85.0,190.9,0,59.8,3,6,2021,23,0,1.0188403247784288,2,0,161,160,72.0,68.0,70.0,84.0,82.85714285714286,15.582346543750146,88.5,20.523745709081332,0.3777079652039649,-0.9259247771938498,-0.6994583270516471,0.7146733860429608,0.9175836260593944,-0.3975428142825545,1
2021-06-11,Beauty,87.0,190.9,0,63.84,4,6,2021,23,0,1.0188403247784288,2,0,162,161,85.0,106.0,70.0,96.0,85.28571428571429,14.138768047632738,88.6,20.49827578955917,0.36171373072976765,-0.9322892131745133,-0.6744436188329457,0.7383263540031063,0.8958392907349094,-0.44437817810461216,1
2021-06-12,Beauty,115.0,190.9,0,60.45,5,6,2021,23,0,1.0188403247784288,2,1,163,162,87.0,100.0,99.0,111.0,82.57142857142857,10.967484410096631,89.1,20.26096978310081,0.3456123126707335,-0.9383773917408641,-0.6486295610349818,0.7611042586607742,0.8717063187093216,-0.4900286664290598,1
2021-06-13,Beauty,95.0,190.9,0,61.84,6,6,2021,23,0,1.0188403247784288,2,1,164,163,115.0,90.0,93.0,104.0,84.71428571428571,15.478095120893501,90.13333333333334,20.77587017694314,0.3294084822245304,-0.9441875088341993,-0.622046748440868,0.7829801036770624,0.8452490573530637,-0.5343725582809781,1
2021-06-14,Beauty,78.0,190.9,0,71.66,0,6,2021,24,0,1.0188403247784288,2,0,165,164,95.0,71.0,70.0,75.0,85.42857142857143,15.873007936505912,90.1,20.766933265202624,0.3131070409358269,-0.9497178427914316,-0.594726686960764,0.8039279618328208,0.8165380514459165,-0.5772916165517267,1
2021-06-15,Beauty,80.0,190.9,0,62.07,1,6,2021,24,0,1.0188403247784288,2,0,166,165,78.0,73.0,76.0,73.0,86.42857142857143,15.009520788010294,89.0,20.493901531919192,0.29671281927349075,-0.9549667548552551,-0.5667017562911184,0.8239230057575536,0.7856498550787148,-0.6186714032625029,1
2021-06-16,Beauty,80.0,190.9,0,63.21,2,6,2021,24,0,1.0188403247784288,2,0,167,166,80.0,72.0,70.0,122.0,87.42857142857143,14.175767384955918,88.2,20.35613946191918,0.28023067519921585,-0.9599326896597447,-0.5380051715382992,0.8429415373547832,0.7526668275320086,-0.6584015846980485,1
2021-06-17,Beauty,85.0,190.9,0,57.56,3,6,2021,24,0,1.0188403247784288,2,0,168,167,80.0,85.0,68.0,109.0,88.57142857142857,12.998168369134941,88.36666666666666,20.264600242504304,0.26366549272800704,-0.9646141756912435,-0.5086709438521042,0.8609610158889945,0.7176769136759622,-0.696376225596872,1
2021-06-18,Beauty,86.0,190.9,0,55.29,4,6,2021,24,0,1.0188403247784288,2,0,169,168,85.0,87.0,106.0,109.0,88.57142857142857,12.998168369134941,88.76666666666667,20.068302908048683,0.24702218048093552,-0.9690098257244062,-0.4787338401157883,0.8779600847008883,0.6807734094770164,-0.7324940716135787,1
2021-06-19,Beauty,101.0,190.9,0,58.43,5,6,2021,24,0,1.0188403247784288,2,1,170,169,86.0,115.0,100.0,136.0,88.42857142857143,13.023787760058392,87.56666666666666,19.063746661703437,0.23030567023061221,-0.9731183372332619,-0.4482293417404106,0.893918596519257,0.6420547132365636,-0.7666588193001591,1
2021-06-20,Beauty,79.0,190.9,0,70.39,6,6,2021,24,0,1.0188403247784288,2,1,171,170,101.0,95.0,90.0,136.0,86.42857142857143,8.580154288766991,87.3,18.807830357556405,0.21352091543979612,-0.9769384927771817,-0.41719360261231697,0.9088176373395028,0.6016240632249223,-0.798779372886365,1
2021-06-21,Beauty,74.0,190.9,0,55.75,0,6,2021,25,0,1.0188403247784288,2,0,172,171,79.0,78.0,71.0,75.0,84.14285714285714,8.029706749078029,86.3,18.4075509244028,0.19667288979357647,-0.980469160361632,-0.38566340624360745,0.9226395488404875,0.5595892624101764,-0.8287700871745038,1
2021-06-22,Beauty,80.0,190.9,0,58.32,1,6,2021,25,0,1.0188403247784288,2,0,173,172,74.0,80.0,73.0,78.0,83.57142857142857,8.657504314314817,84.23333333333333,15.951831228427327,0.1797665857255624,-0.9837092937736097,-0.3536761221763721,0.935367949313148,0.5160623910158538,-0.8565509959010029,1
2021-06-23,Beauty,78.0,190.9,0,51.69,2,6,2021,25,0,1.0188403247784288,2,0,174,173,80.0,80.0,72.0,65.0,83.57142857142857,8.657504314314817,82.36666666666666,12.612209009208229,0.16280701293851715,-0.986657932891657,-0.32126966169236515,0.9469877530760751,0.4711595076738632,-0.882048024955854,1
2021-06-24,Beauty,77.0,190.9,0,41.37,3,6,2021,25,0,1.0188403247784288,2,0,175,174,78.0,85.0,85.0,70.0,83.28571428571429,8.826367424074334,82.46666666666667,12.563585402301316,0.1457991969198751,-0.9893142039703663,-0.2884824328806098,0.9574851883550389,0.4250003399695548,-0.9051931898913971,1
2021-06-25,Beauty,100.0,190.9,0,50.52,4,6,2021,25,0,1.0188403247784288,2,0,176,175,77.0,86.0,87.0,70.0,82.14285714285714,9.081640296564773,82.43333333333334,12.577164126752244,0.12874817745258132,-0.99167731989929,-0.2553532951161881,0.9668478136052773,0.37770796520396555,-0.9259247771938496,1
2021-06-26,Beauty,98.0,190.9,0,65.69,5,6,2021,25,0,1.0188403247784288,2,1,177,176,100.0,101.0,115.0,99.0,84.14285714285714,11.334733807028256,83.6,12.5274870199287,0.11165900712169512,-0.993746580436178,-0.22192151300416674,0.9750645322571945,0.3294084822245307,-0.9441875088341992,1
2021-06-27,Beauty,93.0,190.9,0,56.07,6,6,2021,25,0,1.0188403247784288,2,1,178,177,98.0,79.0,95.0,93.0,83.71428571428571,10.625665245280441,84.53333333333333,12.52234783905551,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,0.2802306751992165,-0.9599326896597444,1
2021-06-28,Beauty,73.0,190.9,0,60.61,0,6,2021,26,0,1.0188403247784288,2,0,179,178,93.0,74.0,78.0,70.0,85.71428571428571,10.904346009952217,85.3,12.304050356383186,0.07738647923346301,-0.9970011699250151,-0.154308820664281,0.9880226656636976,0.23030567023061246,-0.9731183372332619,1
2021-06-29,Beauty,67.0,190.9,0,49.98,1,6,2021,26,0,1.0188403247784288,2,0,180,179,73.0,80.0,80.0,76.0,85.57142857142857,11.088389466120853,84.43333333333334,12.22118943738158,0.06021327736579302,-0.9981855344718586,-0.12020804489935275,0.9927487224577402,0.1797665857255622,-0.9837092937736098,1
2021-06-30,Beauty,77.0,190.9,0,39.25,2,6,2021,26,0,1.0188403247784288,2,0,181,180,67.0,78.0,80.0,70.0,83.71428571428571,13.085797462825644,83.56666666666666,12.511190393302728,0.04302223300453059,-0.99907411510223,-0.0859647987374467,0.9962981749346077,0.1287481774525807,-0.99167731989929,1
2021-07-01,Beauty,79.0,190.9,0,44.8,3,7,2021,26,0,1.0188403247784288,3,0,182,181,77.0,77.0,85.0,68.0,83.57142857142857,13.163803184707415,83.8,12.313155286255734,0.02581844022713308,-0.9996666485105112,-0.05161966722325418,0.9986668162884759,0.07738647923346281,-0.9970011699250151,1
2021-07-02,Beauty,92.0,190.9,0,51.64,4,7,2021,26,0,1.0188403247784288,3,0,183,182,79.0,100.0,86.0,106.0,83.85714285714286,13.018302134924866,83.9,12.259690045021499,0.008606996888688698,-0.9999629591162655,-0.01721335615583528,0.9998518392091162,0.02581844022713244,-0.9996666485105112,1
2021-07-03,Beauty,97.0,190.9,0,50.16,5,7,2021,26,0,1.0188403247784288,3,1,184,183,92.0,98.0,101.0,100.0,82.71428571428571,11.643514442445086,84.63333333333334,12.05585659175319,-0.008606996888688009,-0.9999629591162655,0.017213356155833904,0.9998518392091162,-0.025818440227131704,-0.9996666485105112,1
2021-07-04,Beauty,136.0,190.9,0,48.23,6,7,2021,26,1,1.0188403247784288,3,1,185,184,97.0,93.0,79.0,90.0,82.57142857142857,11.428869043743846,85.6,11.836821567785233,-0.02581844022713239,-0.9996666485105112,0.0516196672232528,0.998666816288476,-0.07738647923346208,-0.9970011699250152,1
2021-07-05,Beauty,62.0,190.9,0,44.94,0,7,2021,27,0,1.0188403247784288,3,0,186,185,136.0,73.0,74.0,71.0,88.71428571428571,23.328911145574157,86.6,14.57110981975326,-0.04302223300453034,-0.99907411510223,0.08596479873744621,0.9962981749346078,-0.1287481774525817,-0.9916773198992899,1
2021-07-06,Beauty,76.0,190.9,0,51.6,1,7,2021,27,0,1.0188403247784288,3,0,187,186,62.0,67.0,80.0,73.0,87.14285714285714,24.882581400306037,85.33333333333333,15.011106998930249,-0.060213277365792774,-0.9981855344718586,0.12020804489935226,0.9927487224577403,-0.17976658572556148,-0.9837092937736099,1
2021-07-07,Beauty,74.0,190.9,0,43.71,2,7,2021,27,0,1.0188403247784288,3,0,188,187,76.0,77.0,78.0,72.0,88.42857142857143,23.88065565024782,84.86666666666666,15.07849195179111,-0.07738647923346322,-0.9970011699250151,0.15430882066428142,0.9880226656636976,-0.23030567023061174,-0.973118337233262,1
2021-07-08,Beauty,70.0,190.9,0,47.07,3,7,2021,27,0,1.0188403247784288,3,0,189,188,74.0,79.0,77.0,85.0,88.0,24.145392935299245,84.96666666666667,14.993063530279189,-0.09453674981719933,-0.9955213724144752,0.1882267098432443,0.9821256058680006,-0.28023067519921585,-0.9599326896597447,1
2021-07-09,Beauty,87.0,190.9,0,45.83,4,7,2021,27,0,1.0188403247784288,3,0,190,189,70.0,92.0,100.0,87.0,86.71428571428571,24.931334271783918,84.86666666666666,15.085351043046806,-0.11165900712169444,-0.9937465804361781,0.2219215130041654,0.9750645322571948,-0.32940848222452995,-0.9441875088341994,1
2021-07-10,Beauty,99.0,190.9,0,42.33,5,7,2021,27,0,1.0188403247784288,3,1,191,190,87.0,97.0,98.0,115.0,86.0,24.826061575153883,85.36666666666666,14.891523470228531,-0.12874817745258066,-0.99167731989929,0.25535329511618676,0.9668478136052776,-0.3777079652039649,-0.9259247771938498,1
2021-07-11,Beauty,113.0,190.9,0,39.08,6,7,2021,27,0,1.0188403247784288,3,1,192,191,99.0,136.0,93.0,95.0,86.28571428571429,24.984757257938167,85.83333333333333,15.097575355307713,-0.14579919691987442,-0.9893142039703664,0.28848243288060854,0.9574851883550394,-0.4250003399695525,-0.9051931898913982,1
2021-07-12,Beauty,69.0,190.9,0,40.67,0,7,2021,28,0,1.0188403247784288,3,0,193,192,113.0,62.0,73.0,78.0,83.0,17.851237118661142,86.7,15.892201514123736,-0.16280701293851646,-0.9866579328916572,0.3212696616923639,0.9469877530760755,-0.47115950767386416,-0.8820480249558535,1
2021-07-13,Beauty,76.0,190.9,0,51.5,1,7,2021,28,0,1.0188403247784288,3,0,194,193,69.0,76.0,67.0,80.0,84.0,16.633299933166157,85.16666666666667,15.274687949481075,-0.17976658572556214,-0.9837092937736098,0.3536761221763716,0.9353679493131483,-0.5160623910158532,-0.8565509959010034,1
2021-07-14,Beauty,67.0,190.9,0,47.02,2,7,2021,28,0,1.0188403247784288,3,0,195,194,76.0,74.0,77.0,80.0,84.0,16.633299933166157,84.53333333333333,15.246782211866584,-0.19667288979357622,-0.9804691603616321,0.38566340624360695,0.9226395488404876,-0.5595892624101757,-0.8287700871745043,1
2021-07-15,Beauty,74.0,190.9,0,45.89,3,7,2021,28,0,1.0188403247784288,3,0,196,195,67.0,70.0,79.0,85.0,83.0,17.521415467935196,84.16666666666667,15.538790911409583,-0.2135209154397959,-0.9769384927771817,0.4171936026123165,0.908817637339503,-0.6016240632249218,-0.7987793728863655,1
2021-07-16,Beauty,136.0,165.29,1,36.19,4,7,2021,28,0,0.8821588123762518,3,0,197,196,74.0,87.0,92.0,86.0,83.57142857142857,17.086614086833578,83.96666666666667,15.632599301445024,-0.23030567023061196,-0.973118337233262,0.4482293417404102,0.8939185965192572,-0.6420547132365644,-0.7666588193001584,1
2021-07-17,Beauty,136.0,165.29,1,32.26,5,7,2021,28,0,0.8821588123762518,3,1,198,197,136.0,99.0,97.0,101.0,90.57142857142857,26.2859730836121,85.83333333333333,18.26449982953237,-0.24702218048093527,-0.9690098257244063,0.47873384011578785,0.8779600847008885,-0.6807734094770158,-0.7324940716135793,1
2021-07-18,Beauty,136.0,165.29,1,44.27,6,7,2021,28,0,0.8821588123762518,3,1,199,198,136.0,113.0,136.0,79.0,95.85714285714286,31.47183169877771,87.53333333333333,20.429413098281348,-0.2636654927280072,-0.9646141756912435,0.5086709438521045,0.8609610158889943,-0.7176769136759616,-0.6963762255968725,1
2021-07-19,Beauty,124.0,165.29,1,42.66,0,7,2021,29,0,0.8821588123762518,3,0,200,199,136.0,69.0,62.0,74.0,99.14285714285714,34.6045689248716,89.2,22.25773790284457,-0.2802306751992161,-0.9599326896597445,0.5380051715382995,0.8429415373547829,-0.7526668275320081,-0.6584015846980491,1
2021-07-20,Beauty,114.0,165.29,1,38.16,1,7,2021,29,0,0.8821588123762518,3,0,201,200,124.0,76.0,76.0,80.0,107.0,32.81767816284387,89.96666666666667,23.05986711289481,-0.2967128192734901,-0.9549667548552553,0.5667017562911173,0.8239230057575544,-0.7856498550787143,-0.6186714032625035,1
2021-07-21,Beauty,136.0,154.66,1,34.97,2,7,2021,29,0,0.8254261112112719,3,0,202,201,114.0,67.0,74.0,78.0,112.42857142857143,29.843241238495644,91.13333333333334,23.36920067588716,-0.3131070409358267,-0.9497178427914317,0.5947266869607636,0.8039279618328211,-0.8165380514459161,-0.5772916165517272,1
2021-07-22,Beauty,131.0,154.66,1,28.86,3,7,2021,29,0,0.8254261112112719,3,0,203,202,136.0,74.0,70.0,77.0,122.28571428571429,22.93261349922336,93.2,24.515160685752726,-0.3294084822245302,-0.9441875088341994,0.6220467484408676,0.7829801036770627,-0.8452490573530623,-0.5343725582809802,1
2021-07-23,Beauty,136.0,154.66,1,39.87,4,7,2021,29,0,0.8254261112112719,3,0,204,203,131.0,136.0,87.0,100.0,130.42857142857142,8.521681032463455,94.9,25.323220909698268,-0.3456123126707333,-0.9383773917408642,0.6486295610349815,0.7611042586607746,-0.871706318709322,-0.49002866642905885,1
2021-07-24,Beauty,136.0,154.66,1,40.82,5,7,2021,29,0,0.8254261112112719,3,1,205,204,136.0,136.0,99.0,98.0,130.42857142857142,8.521681032463455,96.83333333333333,26.187761465515013,-0.3617137307297674,-0.9322892131745134,0.6744436188329453,0.7383263540031066,-0.8958392907349091,-0.44437817810461283,1
2021-07-25,Beauty,136.0,154.66,1,30.86,6,7,2021,29,0,0.8254261112112719,3,1,206,205,136.0,136.0,113.0,93.0,130.42857142857142,8.521681032463455,98.8,26.85388304291875,-0.37770796520396466,-0.9259247771938499,0.6994583270516468,0.7146733860429613,-0.9175836260593934,-0.39754281428255683,1
2021-07-26,Beauty,136.0,154.66,1,29.81,0,7,2021,30,0,0.8254261112112719,3,0,207,206,136.0,124.0,69.0,73.0,130.42857142857142,8.521681032463455,100.0,27.700367232720705,-0.39359027665646645,-0.9192859697186105,0.723644038295912,0.6901733882429724,-0.9368813462954312,-0.3496474552512293,1
2021-07-27,Beauty,132.0,154.66,1,39.21,1,7,2021,30,0,0.8254261112112719,3,0,208,207,136.0,114.0,76.0,67.0,132.14285714285714,8.214389233302152,101.26666666666667,28.4640527481695,-0.4093559588156211,-0.9123747579707274,0.7469720876965548,0.664855397964287,-0.9536809966304454,-0.30081980763566823,1
2021-07-28,Beauty,76.0,190.9,0,29.17,2,7,2021,30,0,1.0188403247784288,3,0,209,208,132.0,136.0,67.0,77.0,134.71428571428572,2.214669705568249,102.56666666666666,28.959762017184378,-0.42500033996955394,-0.9051931898913975,0.7694148268839378,0.6387494220515272,-0.9679377830240641,-0.2511900638848198,1
2021-07-29,Beauty,75.0,190.9,0,40.66,3,7,2021,30,0,1.0188403247784288,3,0,210,209,76.0,131.0,74.0,79.0,126.14285714285714,22.214323993229907,102.66666666666667,28.859150623548242,-0.4405187843504952,-0.8977433935342336,0.7909456567567776,0.6118864012687238,-0.97961369164549,-0.20089055513063553,1
2021-07-30,Beauty,81.0,190.9,0,30.61,4,7,2021,30,0,1.0188403247784288,3,0,211,210,75.0,136.0,136.0,92.0,118.14285714285714,29.168639389068577,102.93333333333334,28.553559272469656,-0.455906693508459,-0.8900275764346766,0.8115390590073613,0.5842981736283681,-0.9886775902323404,-0.15005539834465284,1
2021-07-31,Beauty,89.0,190.9,0,28.62,5,7,2021,30,0,1.0188403247784288,3,1,212,211,81.0,136.0,136.0,97.0,110.28571428571429,30.912318395284224,103.06666666666666,28.437388372902067,-0.47115950767386394,-0.8820480249558535,0.8311706263658081,0.5560174366570443,-0.9951053111006976,-0.09882013873287147,1
2021-08-01,Beauty,86.0,190.9,0,30.18,6,8,2021,30,0,1.0188403247784288,3,1,213,212,89.0,136.0,136.0,136.0,103.57142857142857,29.466688213739133,103.4,28.203203535328637,-0.4862727071086902,-0.8738071036110807,0.8498170915275279,0.527077708642372,-0.9988797155850336,-0.04732138832243168,1
2021-08-02,Beauty,86.0,190.9,0,27.42,0,8,2021,31,0,1.0188403247784288,3,0,214,213,86.0,136.0,124.0,62.0,96.42857142857143,26.171594925651338,103.2,28.30791286962859,-0.5012418134457756,-0.8653072543632061,0.8674563547295968,0.49751328890718066,-0.9999907397361901,0.004303538296242688,1
2021-08-03,Beauty,61.0,190.9,0,34.4,1,8,2021,31,0,1.0188403247784288,3,0,215,214,86.0,132.0,114.0,76.0,89.28571428571429,19.55943323747971,102.83333333333333,28.46181147860549,-0.5160623910158526,-0.8565509959010037,0.8840675099433635,0.46735921715800244,-0.9984354211555644,0.05591699010060189,1
2021-08-04,Beauty,80.0,190.9,0,32.62,2,8,2021,31,0,1.0188403247784288,3,0,216,215,61.0,76.0,136.0,74.0,79.14285714285714,9.581728644118485,100.33333333333333,28.740615659824478,-0.5307300481619331,-0.8475409228928312,0.8996308696522431,0.43665123195606426,-0.9942179068939518,0.1073813466641637,1
